Question,Answer,Role,Topic,Difficulty,Seniority,Stage,Source,Question_Type,Competency_Area,Adaptive_Level,Is_Final_Question,Embedding_Text
Peluang pertumbuhan seperti apa yang Anda cari?,Tujuan jangka panjang saya adalah untuk tumbuh menjadi senior dimana saya dapat berkontribusi lebih strategis dan membimbing orang lain. Peran ini membawa saya lebih dekat pada hal itu. Peluang pertumbuhan seperti apa yang Anda cari?,QA Engineer,Career Goals,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: QA Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What kind of growth opportunities are you looking for?. Ideal Answer: My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?
Di mana Anda melihat diri Anda dalam 5 tahun?,Tujuan jangka panjang saya adalah untuk tumbuh menjadi senior dimana saya dapat berkontribusi lebih strategis dan membimbing orang lain. Peran ini membawa saya lebih dekat pada hal itu. Di mana Anda melihat diri Anda dalam 5 tahun?,QA Engineer,Career Goals,Medium,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,2,False,Role: QA Engineer. Stage: Case Study. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: Where do you see yourself in 5 years?. Ideal Answer: My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. Where do you see yourself in 5 years?
Apa yang akan Anda lakukan jika Anda tidak setuju dengan manajer Anda?,"Saat menghadapi konflik, saya mendekatinya dengan tenang dan mencoba memahami semua sudut pandang sebelum mencari solusi bersama. Apa yang akan Anda lakukan jika Anda tidak setuju dengan manajer Anda?",QA Engineer,Conflict Resolution,Medium,Intermediate,Opening,HR_Dataset,Behavioral,General Engineering,2,True,"Role: QA Engineer. Stage: Opening. Level: 2. Type: Behavioral. Competency: General Engineering. Question: What would you do if you disagreed with your manager?. Ideal Answer: When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. What would you do if you disagreed with your manager?"
Jenis budaya perusahaan apa yang Anda kembangkan?,Saya berkembang dalam lingkungan yang kolaboratif dan transparan yang menghargai inovasi dan rasa hormat. Jenis budaya perusahaan apa yang Anda kembangkan?,QA Engineer,Culture Fit,Medium,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,2,False,"Role: QA Engineer. Stage: Case Study. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: What type of company culture do you thrive in?. Ideal Answer: I thrive in collaborative, transparent environments where innovation and respect are valued. What type of company culture do you thrive in?"
Apa aspirasi karir jangka panjang Anda?,Tujuan jangka panjang saya adalah untuk tumbuh menjadi senior dimana saya dapat berkontribusi lebih strategis dan membimbing orang lain. Peran ini membawa saya lebih dekat pada hal itu. Apa aspirasi karir jangka panjang Anda?,QA Engineer,Career Goals,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: QA Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What are your long-term career aspirations?. Ideal Answer: My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What are your long-term career aspirations?
Bagaimana Anda menangani perselisihan dalam tim?,"Saya percaya komunikasi dan saling menghormati adalah kunci keberhasilan kolaborasi. Dalam satu proyek, kami mencapai X karena kerja tim yang hebat. Bagaimana Anda menangani perselisihan dalam tim?",QA Engineer,Team Collaboration,Medium,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,2,False,"Role: QA Engineer. Stage: Opening. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: How do you handle disagreements within a team?. Ideal Answer: I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you handle disagreements within a team?"
Jelaskan saat Anda menangani situasi sulit secara profesional.,"Saat menghadapi konflik, saya mendekatinya dengan tenang dan mencoba memahami semua sudut pandang sebelum mencari solusi bersama. Jelaskan saat Anda menangani situasi sulit secara profesional.",QA Engineer,Conflict Resolution,Medium,Intermediate,Opening,HR_Dataset,Behavioral,General Engineering,2,True,"Role: QA Engineer. Stage: Opening. Level: 2. Type: Behavioral. Competency: General Engineering. Question: Describe a time you handled a difficult situation professionally.. Ideal Answer: When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Describe a time you handled a difficult situation professionally."
Bagaimana tanggapan Anda ketika rekan satu tim tidak berusaha keras?,"Saat menghadapi konflik, saya mendekatinya dengan tenang dan mencoba memahami semua sudut pandang sebelum mencari solusi bersama. Bagaimana tanggapan Anda ketika rekan satu tim tidak berusaha keras?",QA Engineer,Conflict Resolution,Hard,Intermediate,Case Study,HR_Dataset,Behavioral,General Engineering,3,False,"Role: QA Engineer. Stage: Case Study. Level: 3. Type: Behavioral. Competency: General Engineering. Question: How do you respond when a teammate isn't pulling their weight?. Ideal Answer: When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. How do you respond when a teammate isn't pulling their weight?"
Alat atau metode apa yang membantu Anda tetap teratur?,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Alat atau metode apa yang membantu Anda tetap teratur?,QA Engineer,Work Style,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: QA Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What tools or methods help you stay organized?. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?
Bagaimana Anda mendelegasikan tugas secara efektif?,"Saya memimpin dengan memberi contoh dan mendorong komunikasi terbuka dan akuntabilitas. Suatu kali, saya memimpin tim melalui X dan kami mencapai Y. Bagaimana Anda mendelegasikan tugas secara efektif?",QA Engineer,Leadership,Hard,Intermediate,Case Study,HR_Dataset,Leadership,General Engineering,3,False,"Role: QA Engineer. Stage: Case Study. Level: 3. Type: Leadership. Competency: General Engineering. Question: How do you delegate tasks effectively?. Ideal Answer: I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?"
Peran apa yang biasanya Anda mainkan dalam pengaturan grup?,"Saya percaya komunikasi dan saling menghormati adalah kunci keberhasilan kolaborasi. Dalam satu proyek, kami mencapai X karena kerja tim yang hebat. Peran apa yang biasanya Anda mainkan dalam pengaturan grup?",QA Engineer,Team Collaboration,Hard,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,3,False,"Role: QA Engineer. Stage: Opening. Level: 3. Type: Technical Knowledge. Competency: General Engineering. Question: What role do you usually play in group settings?. Ideal Answer: I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. What role do you usually play in group settings?"
Ceritakan pada saya saat Anda sangat termotivasi untuk mencapai suatu tujuan.,Saya termotivasi oleh tantangan dan peluang untuk berkembang baik secara pribadi maupun profesional. Ceritakan pada saya saat Anda sangat termotivasi untuk mencapai suatu tujuan.,QA Engineer,Motivation,Medium,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,2,False,Role: QA Engineer. Stage: Case Study. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: Tell me about a time you were highly motivated to achieve a goal.. Ideal Answer: I'm motivated by challenges and the opportunity to grow both personally and professionally. Tell me about a time you were highly motivated to achieve a goal.
Apa yang mendorong minat Anda terhadap bidang ini?,Saya termotivasi oleh tantangan dan peluang untuk berkembang baik secara pribadi maupun profesional. Apa yang mendorong minat Anda terhadap bidang ini?,QA Engineer,Motivation,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: QA Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What drives your passion for this field?. Ideal Answer: I'm motivated by challenges and the opportunity to grow both personally and professionally. What drives your passion for this field?
Jelaskan saat Anda gagal dan apa yang Anda pelajari darinya.,"Saya selalu bersemangat untuk belajar dan menerima perubahan sebagai cara untuk menjadi lebih baik. Misalnya, saya pernah harus beralih ke tumpukan teknologi baru dan mengambilnya dengan cepat. Jelaskan saat Anda gagal dan apa yang Anda pelajari darinya.",QA Engineer,Adaptability,Medium,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,2,False,"Role: QA Engineer. Stage: Case Study. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: Describe a time you failed and what you learned from it.. Ideal Answer: I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it."
Ceritakan pada saya saat Anda harus mempelajari sesuatu yang benar-benar baru dengan cepat.,"Saya selalu bersemangat untuk belajar dan menerima perubahan sebagai cara untuk menjadi lebih baik. Misalnya, saya pernah harus beralih ke tumpukan teknologi baru dan mengambilnya dengan cepat. Ceritakan pada saya saat Anda harus mempelajari sesuatu yang benar-benar baru dengan cepat.",QA Engineer,Adaptability,Medium,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,2,False,"Role: QA Engineer. Stage: Case Study. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: Tell me about a time you had to learn something completely new quickly.. Ideal Answer: I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Tell me about a time you had to learn something completely new quickly."
Ceritakan tentang konflik yang Anda alami dengan rekan kerja dan cara Anda menyelesaikannya.,"Saat menghadapi konflik, saya mendekatinya dengan tenang dan mencoba memahami semua sudut pandang sebelum mencari solusi bersama. Ceritakan tentang konflik yang Anda alami dengan rekan kerja dan cara Anda menyelesaikannya.",QA Engineer,Conflict Resolution,Hard,Intermediate,Case Study,HR_Dataset,Problem Solving,General Engineering,3,False,"Role: QA Engineer. Stage: Case Study. Level: 3. Type: Problem Solving. Competency: General Engineering. Question: Tell me about a conflict you had with a coworker and how you resolved it.. Ideal Answer: When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it."
